EventID,AdvertiserName,CampaignName,CampaignStartDate,CampaignEndDate,TargetingCriteria,AdSlotSize,UserID,Device,Location,Timestamp,BidAmount,AdCost,WasClicked,ClickTimestamp,AdRevenue,Budget,RemainingBudget
b4c1b75f-f53b-4540-b2a7-157d2f303b26,Advertiser_48,Campaign_471,2024-10-16,2024-12-04,Age 24-48, Sports, India,300x250,124288,Desktop,Australia,2024-10-19T06:18:59,4.59,3.76,False,,0.0,372773.04,372773.04
012bedce-a01d-44e4-a799-4d18f6e82366,Advertiser_100,Campaign_1006,2024-10-25,2024-12-13,Age 26-48, Finance, Germany,300x250,492915,Desktop,Germany,2024-11-29T05:07:55,4.54,4.31,False,,0.0,404699.38,404699.38
e2d9daa9-a601-46d2-9a21-5dfa81106db4,Advertiser_67,Campaign_683,2024-10-26,2024-11-07,Age 27-50, Health, Australia,160x600,503728,Mobile,UK,2024-11-04T05:51:22,1.5,1.4,False,,0.0,64090.54,64090.54
0ee8d0c7-01d2-488a-baad-7dc62d027776,Advertiser_77,Campaign_778,2024-10-08,2024-12-05,Age 18-44, Sports, Germany,160x600,690152,Mobile,Germany,2024-10-29T07:05:37,3.1,2.68,False,,0.0,81668.74,81668.74
05e79f50-11d5-4b62-a9fb-0ad5e72ebe11,Advertiser_3,Campaign_16,2024-10-23,2024-11-20,Age 24-36, Sports, Germany,160x600,429487,Tablet,UK,2024-11-09T10:14:26,3.98,3.09,False,,0.0,64902.88,64902.88
e6bfa191-8a68-4a07-a76a-8a303ca6d174,Advertiser_86,Campaign_854,2024-10-07,2024-10-28,Age 23-47, Gaming, Germany,160x600,198802,Desktop,Germany,2024-10-25T22:17:10,4.82,4.23,False,,0.0,480720.61,480720.61
b2a8fc2c-06af-4e5f-b854-43104117546a,Advertiser_66,Campaign_660,2024-10-05,2024-10-27,Age 27-40, Travel, UK,300x250,54168,Mobile,India,2024-10-10T19:35:00,0.67,0.48,False,,0.0,142399.92,142399.92
7b9720da-7e17-4ba4-9563-9dc58b466dd9,Advertiser_23,Campaign_222,2024-10-04,2024-10-25,Age 30-45, Health, Germany,160x600,6745,Mobile,USA,2024-10-21T13:12:43,4.19,3.81,False,,0.0,376774.46,376774.46
a19e1f38-d787-4c65-9a4a-ea99bb8ff90c,Advertiser_48,Campaign_467,2024-10-16,2024-11-19,Age 18-48, Travel, Australia,160x600,101438,Desktop,Australia,2024-11-01T14:26:49,3.53,3.15,False,,0.0,400215.29,400215.29
c50b2902-35a3-4561-9db7-f0b5349e1f27,Advertiser_15,Campaign_139,2024-10-15,2024-11-07,Age 30-47, Finance, India,728x90,523895,Tablet,Australia,2024-10-18T17:25:35,4.04,3.11,False,,0.0,190793.1,190793.1
5a67108c-872a-4a69-b5b2-fa02a42f7745,Advertiser_67,Campaign_683,2024-10-26,2024-11-07,Age 27-50, Health, Australia,160x600,482329,Mobile,UK,2024-10-27T10:10:58,1.6,1.35,False,,0.0,64090.54,64090.54
f6e91c7b-7ccd-493e-b14a-35f891a90f1c,Advertiser_84,Campaign_829,2024-10-30,2024-12-15,Age 30-41, Travel, USA,300x250,404706,Mobile,UK,2024-11-04T22:12:50,1.21,0.93,False,,0.0,41039.07,41039.07
0e25808d-05ee-48b1-a799-13e6a13d346b,Advertiser_61,Campaign_615,2024-10-20,2024-12-08,Age 26-31, Finance, Australia,728x90,365614,Mobile,UK,2024-11-16T18:45:13,3.31,2.88,False,,0.0,19620.95,19620.95
0dd187c4-7902-49b9-80c4-5310f81b3303,Advertiser_66,Campaign_656,2024-10-09,2024-10-24,Age 28-41, Technology, India,300x250,72481,Tablet,Australia,2024-10-16T10:25:28,4.78,3.42,False,,0.0,66844.43,66844.43
c4fd6b6b-33a1-497f-9441-6ccb7b3ac2f0,Advertiser_4,Campaign_30,2024-10-12,2024-11-06,Age 28-33, Travel, USA,300x250,520623,Tablet,USA,2024-11-02T19:44:40,2.69,2.25,False,,0.0,185308.88,185308.88
42183d56-8678-4f49-b2a5-012c7522fe83,Advertiser_39,Campaign_369,2024-10-11,2024-11-19,Age 22-34, Sports, UK,160x600,58574,Tablet,Germany,2024-11-08T21:58:19,4.0,3.56,False,,0.0,39032.05,39032.05
062f6439-7f1d-4017-a405-663d6bba1e1e,Advertiser_36,Campaign_345,2024-10-17,2024-11-10,Age 23-32, Technology, UK,160x600,357135,Tablet,Germany,2024-10-21T23:19:00,4.51,3.98,False,,0.0,425167.14,425167.14
0b97fc97-20f4-4f18-9794-0e41a7c73919,Advertiser_5,Campaign_37,2024-10-10,2024-11-03,Age 29-48, Gaming, UK,300x250,16034,Desktop,Australia,2024-10-13T15:19:26,2.01,1.54,False,,0.0,442058.8,442058.8
64af6f65-b385-464d-ab0c-24dcccfdbd07,Advertiser_67,Campaign_672,2024-10-01,2024-11-21,Age 30-45, Health, India,300x250,424409,Tablet,Germany,2024-10-19T16:04:07,0.87,0.69,False,,0.0,47932.02,47932.02
0284315c-88aa-4b1b-bbce-4641777cdf46,Advertiser_33,Campaign_312,2024-10-16,2024-10-26,Age 23-46, Finance, USA,160x600,273281,Desktop,UK,2024-10-26T02:09:43,1.59,1.46,False,,0.0,313417.41,313417.41
99a2ed87-4c93-4c0a-b670-3d3e5f5ef1c9,Advertiser_54,Campaign_538,2024-10-02,2024-11-11,Age 28-49, Education, UK,728x90,40821,Tablet,UK,2024-10-07T23:58:28,3.76,3.36,False,,0.0,25036.96,25036.96
191d694a-9dde-42ef-adad-64e08268b6bd,Advertiser_51,Campaign_509,2024-10-22,2024-11-07,Age 23-50, Fashion, India,160x600,274076,Mobile,UK,2024-11-03T16:20:28,2.85,2.63,False,,0.0,493592.55,493592.55
58c5b7f1-11e4-42df-8cfd-18fab47c6d48,Advertiser_22,Campaign_211,2024-10-02,2024-11-19,Age 23-34, Travel, USA,160x600,206427,Desktop,USA,2024-11-04T01:45:36,2.77,2.06,False,,0.0,413813.25,413813.25
1a8d8a02-3404-4352-8255-94b7dec6f0b7,Advertiser_91,Campaign_912,2024-10-09,2024-11-21,Age 28-39, Education, Australia,300x250,263940,Desktop,Australia,2024-10-10T06:54:17,1.79,1.44,False,,0.0,73669.68,73669.68
933c0814-79d1-4002-82ba-0ef7dddbe13e,Advertiser_47,Campaign_461,2024-10-29,2024-11-23,Age 28-45, Travel, Australia,300x250,436039,Tablet,India,2024-11-13T03:00:35,4.89,3.72,True,2024-11-13T03:01:37,3.2,283294.88,283294.88
e102b310-3f7a-476b-a730-0c778486fb6d,Advertiser_74,Campaign_748,2024-10-22,2024-11-29,Age 21-49, Travel, India,728x90,590050,Desktop,Australia,2024-11-23T06:55:21,3.97,3.23,False,,0.0,381389.24,381389.24
76c82c6d-5c7c-46d9-ab01-748d93eddd4f,Advertiser_88,Campaign_882,2024-10-24,2024-12-11,Age 19-48, Travel, Australia,300x250,532205,Tablet,Germany,2024-11-04T04:07:55,2.05,1.55,False,,0.0,496148.88,496148.88
27a03925-b9d7-4805-be26-7bce00e60648,Advertiser_68,Campaign_693,2024-10-21,2024-12-01,Age 29-39, Education, USA,160x600,652014,Mobile,Australia,2024-12-01T19:46:36,3.48,2.98,False,,0.0,194004.19,194004.19
df64b08d-7755-4d96-a5d7-e1f8442c31d1,Advertiser_57,Campaign_569,2024-10-28,2024-12-22,Age 27-31, Fashion, UK,728x90,314580,Mobile,UK,2024-11-22T21:27:50,4.67,4.18,False,,0.0,409143.48,409143.48
568e2b97-b286-479b-9d94-6d9b10714b5d,Advertiser_71,Campaign_715,2024-10-09,2024-11-01,Age 23-41, Finance, USA,300x250,189090,Mobile,USA,2024-10-16T01:17:26,2.35,2.23,False,,0.0,16542.76,16542.76
5de480cf-6f1e-4e30-8d0b-d3ca769d3889,Advertiser_21,Campaign_205,2024-10-16,2024-11-15,Age 19-43, Sports, USA,300x250,3295,Tablet,UK,2024-10-27T16:54:16,4.16,3.87,False,,0.0,285406.4,285406.4
3922e0e1-5df7-4a7e-83c5-3189291b3c10,Advertiser_36,Campaign_343,2024-10-17,2024-11-18,Age 20-45, Technology, UK,160x600,174506,Tablet,USA,2024-10-26T06:07:24,2.06,1.9,False,,0.0,223220.95,223220.95
a26c8d35-e41d-4443-b5d0-02f03978a77b,Advertiser_78,Campaign_781,2024-10-08,2024-10-21,Age 30-43, Finance, USA,300x250,152836,Tablet,UK,2024-10-10T14:26:16,4.39,3.83,False,,0.0,389864.04,389864.04
825a7fcc-c184-44b4-9a0a-0ececd6d9982,Advertiser_33,Campaign_313,2024-10-20,2024-11-08,Age 23-41, Fashion, India,160x600,79039,Mobile,Germany,2024-10-28T00:55:38,1.44,1.07,False,,0.0,124985.78,124985.78
88dbbb50-32ed-4a24-bed3-3d987904d7df,Advertiser_91,Campaign_910,2024-10-09,2024-11-07,Age 18-49, Health, UK,728x90,315688,Desktop,India,2024-10-22T06:03:33,4.19,2.97,False,,0.0,271135.77,271135.77
a0891345-c5a3-42a4-89b9-1a8f539a89dc,Advertiser_51,Campaign_507,2024-10-16,2024-11-04,Age 29-49, Health, Germany,300x250,252077,Desktop,Australia,2024-11-04T17:11:28,0.84,0.74,False,,0.0,210660.9,210660.9
423e38a1-f940-4240-b4e0-9b3831baab2c,Advertiser_82,Campaign_817,2024-10-13,2024-10-29,Age 25-40, Finance, UK,160x600,176518,Tablet,India,2024-10-17T11:46:33,4.99,4.55,False,,0.0,472359.21,472359.21
e828bf5a-f1d0-4a43-8a11-28438584b6ca,Advertiser_20,Campaign_195,2024-10-16,2024-11-18,Age 24-34, Finance, USA,728x90,268570,Mobile,USA,2024-11-03T21:03:07,0.63,0.59,False,,0.0,331405.07,331405.07
8e4a2022-ffdb-44c8-8977-594718633c54,Advertiser_10,Campaign_89,2024-10-20,2024-11-10,Age 27-47, Fashion, Germany,728x90,118405,Tablet,UK,2024-11-05T15:39:29,0.76,0.62,False,,0.0,395312.78,395312.78
dc987701-eb99-4b01-92af-95fe25811c2e,Advertiser_82,Campaign_816,2024-10-01,2024-11-01,Age 21-47, Travel, Germany,300x250,498955,Tablet,USA,2024-10-19T04:23:32,3.12,2.77,True,2024-10-19T04:24:11,6.38,483772.19,483772.19
8300e80a-b5fd-43d4-ad0d-629f10d6db29,Advertiser_86,Campaign_861,2024-10-29,2024-12-17,Age 30-48, Health, UK,728x90,17918,Desktop,Germany,2024-11-28T06:26:55,4.58,3.56,False,,0.0,31587.91,31587.91
73e01be7-b60a-49e4-ae31-7b587b0add81,Advertiser_37,Campaign_351,2024-10-07,2024-10-31,Age 21-32, Health, UK,160x600,279475,Mobile,Australia,2024-10-19T15:37:00,2.35,2.02,False,,0.0,163282.1,163282.1
3b2049ec-4e49-41d5-9efd-8c5d277f414d,Advertiser_77,Campaign_774,2024-10-23,2024-11-24,Age 20-37, Fashion, Australia,728x90,268265,Desktop,UK,2024-11-24T10:14:02,0.76,0.66,False,,0.0,156582.98,156582.98
d3676a56-966e-4ea5-8b1e-519740106f1d,Advertiser_73,Campaign_734,2024-10-28,2024-11-27,Age 24-47, Education, USA,160x600,2313,Mobile,USA,2024-11-04T06:50:55,2.06,1.52,False,,0.0,155545.68,155545.68
56839bdd-48ae-4efa-9a8e-d7fa9be2c1d4,Advertiser_66,Campaign_656,2024-10-09,2024-10-24,Age 28-41, Technology, India,300x250,179831,Desktop,Germany,2024-10-23T18:51:00,2.45,1.99,False,,0.0,66844.43,66844.43
f1c7f5e5-dd1b-4eb2-aa43-77bed6b32557,Advertiser_59,Campaign_595,2024-10-14,2024-11-08,Age 27-46, Sports, Australia,300x250,4111,Mobile,Germany,2024-11-07T03:00:45,3.97,3.13,False,,0.0,496498.54,496498.54
20a14f06-d8dc-47c8-9470-5bce90e387ae,Advertiser_92,Campaign_928,2024-10-03,2024-10-15,Age 19-39, Technology, India,728x90,107695,Desktop,India,2024-10-14T22:16:26,2.72,2.15,False,,0.0,74813.17,74813.17
8ef961ae-25fa-4dd6-a66c-102591715d95,Advertiser_78,Campaign_787,2024-10-23,2024-12-17,Age 19-41, Health, USA,300x250,617652,Desktop,USA,2024-11-25T23:30:59,4.93,4.3,False,,0.0,156947.67,156947.67
105a7bf6-92c5-4302-a27e-7945c4322d34,Advertiser_19,Campaign_178,2024-10-04,2024-11-07,Age 24-32, Fashion, Australia,728x90,194727,Tablet,Australia,2024-10-26T11:38:25,2.6,1.93,True,2024-10-26T11:40:49,5.99,171497.45,171497.45
16beb45a-0c99-4160-9fbf-b8863b29ad9c,Advertiser_68,Campaign_694,2024-10-28,2024-12-26,Age 24-44, Finance, USA,728x90,73433,Tablet,Germany,2024-11-14T03:34:48,3.79,3.28,False,,0.0,208412.28,208412.28
f3c06b5e-1765-442c-87ea-ec8d3561b93f,Advertiser_84,Campaign_837,2024-10-19,2024-12-07,Age 29-41, Finance, Australia,728x90,159473,Desktop,India,2024-12-07T15:20:09,5.0,4.51,False,,0.0,127590.15,127590.15
c9c75fd1-3edd-4fb3-b3b9-3e3ceb76404c,Advertiser_19,Campaign_178,2024-10-04,2024-11-07,Age 24-32, Fashion, Australia,728x90,165787,Desktop,Germany,2024-10-11T09:42:50,1.76,1.32,False,,0.0,171497.45,171497.45
0fb107c1-a32a-4d62-873d-a3492f425aee,Advertiser_88,Campaign_881,2024-10-22,2024-11-20,Age 18-41, Fashion, India,160x600,283166,Tablet,UK,2024-11-01T02:10:19,4.59,3.89,False,,0.0,463045.17,463045.17
92b4ed9c-011f-43fc-b923-bcc22fbbd506,Advertiser_92,Campaign_929,2024-10-16,2024-11-10,Age 30-31, Finance, Germany,160x600,634831,Tablet,Australia,2024-10-27T21:01:28,1.98,1.67,False,,0.0,101524.14,101524.14
177a63fa-3d98-4f56-add1-ba09222373e1,Advertiser_84,Campaign_839,2024-10-14,2024-11-24,Age 23-44, Health, UK,160x600,116805,Desktop,USA,2024-11-17T17:15:49,2.15,1.84,False,,0.0,202434.15,202434.15
bbf4b2cd-eee2-4f94-87ba-fed6098c3058,Advertiser_31,Campaign_293,2024-10-05,2024-11-10,Age 28-48, Travel, UK,300x250,65005,Tablet,India,2024-10-22T11:24:26,4.45,3.54,False,,0.0,136549.46,136549.46
50518d43-a041-4fff-b914-b7250d0d5246,Advertiser_40,Campaign_381,2024-10-06,2024-10-24,Age 24-41, Fashion, UK,300x250,607013,Mobile,Australia,2024-10-08T02:30:28,1.32,1.17,False,,0.0,376333.92,376333.92
12eb0a22-af05-4434-b4c3-5281c0dff0d1,Advertiser_91,Campaign_923,2024-10-25,2024-11-21,Age 27-40, Health, Australia,300x250,106096,Desktop,India,2024-11-01T04:14:41,3.37,2.75,False,,0.0,64658.46,64658.46
085e0e69-f6af-43c8-97dc-f028f41072f2,Advertiser_17,Campaign_169,2024-10-29,2024-11-08,Age 27-36, Gaming, India,300x250,624554,Desktop,USA,2024-10-31T09:18:28,3.87,3.19,False,,0.0,413204.43,413204.43
4a5ee545-015a-41a3-ace0-8afa4997cbd8,Advertiser_17,Campaign_166,2024-10-20,2024-12-17,Age 18-49, Travel, USA,300x250,528125,Mobile,India,2024-10-22T08:16:37,4.07,3.13,False,,0.0,142735.9,142735.9
f32d9ee1-8fb1-4961-841a-b472b280e7d6,Advertiser_60,Campaign_603,2024-10-29,2024-11-18,Age 26-40, Sports, India,300x250,542748,Mobile,India,2024-11-01T14:48:55,1.19,0.97,False,,0.0,194336.73,194336.73
40aa9d9c-37e6-42f0-afa8-d9a108d9c602,Advertiser_89,Campaign_891,2024-10-27,2024-11-21,Age 23-46, Sports, India,300x250,315186,Desktop,USA,2024-10-29T13:07:47,2.45,2.14,False,,0.0,452730.7,452730.7
80ac1a17-1f92-4512-b3ff-e076ec16c242,Advertiser_27,Campaign_257,2024-10-20,2024-11-22,Age 28-39, Gaming, Germany,160x600,114572,Tablet,Germany,2024-10-26T07:29:10,3.71,2.79,False,,0.0,97764.45,97764.45
4e4f70ab-73a2-4f6c-80ab-84d68b630ec1,Advertiser_65,Campaign_647,2024-10-11,2024-11-09,Age 29-43, Fashion, Germany,160x600,135115,Mobile,UK,2024-10-21T05:55:35,1.6,1.33,False,,0.0,277740.69,277740.69
a52ac428-0f6d-4294-9fc2-a5a0725777d8,Advertiser_17,Campaign_165,2024-10-01,2024-11-16,Age 28-48, Sports, USA,728x90,475359,Desktop,Australia,2024-11-08T23:22:51,1.08,1.0,False,,0.0,326906.5,326906.5
7f19d91c-2798-40b8-b470-32bca5b1fa17,Advertiser_77,Campaign_770,2024-10-12,2024-11-20,Age 21-39, Sports, UK,728x90,679037,Desktop,Australia,2024-11-11T12:07:36,3.62,2.94,False,,0.0,418365.78,418365.78
c19f801e-81d3-44db-9d51-96ca8e116e66,Advertiser_94,Campaign_943,2024-10-23,2024-12-20,Age 23-48, Gaming, USA,160x600,491445,Tablet,India,2024-11-16T21:00:00,4.29,3.35,False,,0.0,357812.29,357812.29
31046045-718e-484f-a295-f89ee40ebf55,Advertiser_61,Campaign_615,2024-10-20,2024-12-08,Age 26-31, Finance, Australia,728x90,443952,Desktop,Australia,2024-11-24T22:55:45,1.32,1.03,False,,0.0,19620.95,19620.95
f8b7fa22-08aa-4298-8382-1b60474252f7,Advertiser_5,Campaign_33,2024-10-17,2024-12-04,Age 24-34, Health, India,728x90,170058,Desktop,UK,2024-10-23T03:20:43,1.03,0.8,False,,0.0,53797.96,53797.96
04f609be-9eee-4072-b0e9-d09bbbe576f2,Advertiser_66,Campaign_666,2024-10-13,2024-12-08,Age 19-44, Travel, Australia,300x250,233679,Desktop,Germany,2024-12-07T22:56:33,2.77,2.14,False,,0.0,92306.52,92306.52
186d56d1-9cdf-4e9e-a0e8-f718f6cb0d53,Advertiser_14,Campaign_138,2024-10-12,2024-11-26,Age 21-44, Sports, India,728x90,440450,Desktop,USA,2024-10-30T12:27:45,4.13,3.28,False,,0.0,282291.52,282291.52
ea3c4c14-4071-492e-9b79-f1838db27c5f,Advertiser_98,Campaign_977,2024-10-24,2024-12-15,Age 22-42, Fashion, UK,728x90,329819,Mobile,UK,2024-12-07T04:02:06,3.64,2.62,False,,0.0,339297.71,339297.71
56487db3-2024-4f31-9f9c-19810588dcd5,Advertiser_59,Campaign_587,2024-10-11,2024-11-10,Age 22-48, Fashion, India,300x250,350627,Mobile,UK,2024-10-12T21:12:59,2.14,1.51,False,,0.0,483774.98,483774.98
7c37d355-79b6-4614-bb7b-93e25c88e4c9,Advertiser_40,Campaign_383,2024-10-02,2024-10-22,Age 28-36, Technology, Germany,300x250,327590,Desktop,India,2024-10-22T16:11:42,3.94,3.2,True,2024-10-22T16:15:36,8.66,418488.28,418488.28
93bcaab4-be70-4a13-9954-1937c45423b1,Advertiser_57,Campaign_567,2024-10-25,2024-11-06,Age 25-48, Fashion, Germany,300x250,548678,Mobile,Australia,2024-11-05T17:59:23,4.45,4.21,False,,0.0,486731.88,486731.88
a681cc29-5187-4c23-9011-a6a428d56f21,Advertiser_63,Campaign_630,2024-10-01,2024-11-17,Age 18-39, Fashion, UK,728x90,565155,Mobile,Germany,2024-10-06T09:20:56,0.64,0.48,False,,0.0,51200.99,51200.99
187ef46b-b11f-48b5-a8c6-0f6ba24bb215,Advertiser_58,Campaign_575,2024-10-29,2024-12-17,Age 20-43, Education, USA,728x90,575797,Tablet,India,2024-11-05T15:45:23,3.21,2.49,False,,0.0,301354.41,301354.41
147bb796-2177-4cf6-a202-c4efd2c23851,Advertiser_82,Campaign_813,2024-10-10,2024-11-28,Age 30-43, Finance, Australia,728x90,294818,Tablet,India,2024-11-25T13:31:12,3.2,2.53,False,,0.0,463108.79,463108.79
01b24301-b4d9-4036-aac0-6580ff2ef4be,Advertiser_48,Campaign_472,2024-10-02,2024-11-30,Age 24-32, Education, USA,160x600,546093,Desktop,India,2024-10-05T08:36:18,2.28,1.73,False,,0.0,344155.98,344155.98
f1d961df-7eeb-4cb5-a575-80a1cf89a5f7,Advertiser_36,Campaign_335,2024-10-08,2024-11-29,Age 22-32, Health, USA,160x600,370741,Tablet,Australia,2024-11-27T14:51:01,1.14,0.84,False,,0.0,379304.89,379304.89
5f80b347-0d2d-44da-8ca1-390ed757e1f2,Advertiser_78,Campaign_787,2024-10-23,2024-12-17,Age 19-41, Health, USA,300x250,567356,Tablet,Australia,2024-12-07T06:54:15,1.51,1.31,False,,0.0,156947.67,156947.67
54d46a7e-35d5-4c54-9022-7c332f278447,Advertiser_73,Campaign_735,2024-10-11,2024-12-02,Age 18-36, Health, Australia,300x250,146493,Mobile,USA,2024-11-03T22:21:46,4.22,3.14,False,,0.0,267685.97,267685.97
179ef334-1373-4ca8-96cb-54d445f19a52,Advertiser_30,Campaign_286,2024-10-31,2024-12-26,Age 30-40, Travel, UK,728x90,321966,Tablet,India,2024-12-24T02:13:56,4.14,3.58,False,,0.0,104976.18,104976.18
456b4851-445d-4d64-ac62-bf90be004f7a,Advertiser_90,Campaign_904,2024-10-13,2024-11-13,Age 24-32, Gaming, UK,300x250,629789,Mobile,Australia,2024-11-03T05:05:48,3.42,2.73,False,,0.0,154154.15,154154.15
03821109-2592-436b-8196-5efbe3d8528a,Advertiser_10,Campaign_92,2024-10-27,2024-12-23,Age 21-38, Fashion, India,300x250,435613,Mobile,UK,2024-11-04T03:39:13,3.33,2.56,False,,0.0,24276.06,24276.06
d9ca9523-3ac7-4117-a4f3-b7578852ac43,Advertiser_38,Campaign_364,2024-10-30,2024-12-14,Age 19-44, Technology, Australia,728x90,514605,Tablet,India,2024-11-13T02:36:45,4.43,3.53,False,,0.0,356465.05,356465.05
e3bdca20-907d-41be-ba10-6102ec035a39,Advertiser_76,Campaign_768,2024-10-17,2024-11-20,Age 23-49, Finance, Australia,160x600,427216,Mobile,USA,2024-10-28T12:50:03,4.98,4.19,False,,0.0,185001.24,185001.24
7318a660-4b75-4d9c-9664-c860bfcd2a16,Advertiser_23,Campaign_222,2024-10-04,2024-10-25,Age 30-45, Health, Germany,160x600,427069,Tablet,India,2024-10-24T12:04:10,0.69,0.63,False,,0.0,376774.46,376774.46
cce71d80-bcdc-401b-b078-4bad1f7b6b98,Advertiser_82,Campaign_818,2024-10-06,2024-10-17,Age 18-33, Finance, Australia,160x600,94281,Tablet,UK,2024-10-11T23:02:53,4.07,3.17,False,,0.0,137466.53,137466.53
ddf5d80e-5da0-47b5-932e-0ffd9d788ac0,Advertiser_29,Campaign_269,2024-10-26,2024-11-25,Age 26-46, Fashion, UK,160x600,288999,Tablet,USA,2024-10-27T04:57:35,1.64,1.54,False,,0.0,278387.25,278387.25
1ee0134f-4ef1-4692-8b54-ff2d137f8b89,Advertiser_29,Campaign_273,2024-10-14,2024-10-25,Age 23-32, Sports, Australia,160x600,462297,Tablet,Australia,2024-10-15T16:30:58,2.88,2.42,True,2024-10-15T16:32:30,7.72,425752.7,425752.7
0566e347-5b1b-4040-bb53-6101514eacd1,Advertiser_52,Campaign_513,2024-10-26,2024-12-03,Age 21-31, Fashion, India,160x600,232401,Tablet,USA,2024-11-22T17:05:22,3.06,2.55,False,,0.0,430575.29,430575.29
e93a58ac-d5a9-467c-8520-ebb851dccb36,Advertiser_57,Campaign_565,2024-10-06,2024-12-01,Age 27-36, Finance, Germany,300x250,284158,Tablet,India,2024-10-20T09:33:29,1.0,0.88,False,,0.0,499554.78,499554.78
47de4960-8923-4087-8871-5976378b901b,Advertiser_67,Campaign_683,2024-10-26,2024-11-07,Age 27-50, Health, Australia,160x600,465460,Tablet,Germany,2024-11-04T10:06:39,3.18,2.23,False,,0.0,64090.54,64090.54
fe6636e8-843e-4989-96a2-c32acd63fb31,Advertiser_66,Campaign_661,2024-10-17,2024-12-09,Age 18-34, Finance, India,300x250,684905,Mobile,India,2024-11-08T22:00:04,3.68,2.59,False,,0.0,136347.87,136347.87
92c1c69a-ca7a-475e-a44a-374271c71504,Advertiser_66,Campaign_661,2024-10-17,2024-12-09,Age 18-34, Finance, India,300x250,144760,Mobile,Australia,2024-11-24T13:57:31,4.24,3.88,True,2024-11-24T13:57:39,9.22,136347.87,136347.87
bfecb70f-7a70-4cfd-8285-c34ba34edd48,Advertiser_75,Campaign_758,2024-10-18,2024-11-23,Age 18-46, Gaming, Australia,160x600,27011,Tablet,Germany,2024-11-17T20:38:46,1.1,0.95,False,,0.0,328026.74,328026.74
93f3e1c8-3f8b-49c0-94fd-3e301c2edaf9,Advertiser_10,Campaign_89,2024-10-20,2024-11-10,Age 27-47, Fashion, Germany,728x90,369719,Mobile,India,2024-11-06T01:46:15,2.81,2.46,False,,0.0,395312.78,395312.78
bba87734-382e-4aae-a62b-0d65494534be,Advertiser_87,Campaign_867,2024-10-02,2024-12-01,Age 19-49, Sports, USA,300x250,569451,Mobile,UK,2024-11-11T04:05:53,4.7,4.29,True,2024-11-11T04:09:14,1.65,85495.19,85495.19
f67a6e56-927f-472f-985f-c24b34662287,Advertiser_60,Campaign_608,2024-10-27,2024-11-17,Age 30-49, Fashion, UK,300x250,33259,Mobile,USA,2024-11-12T05:43:51,2.4,1.95,False,,0.0,432598.92,432598.92
